,mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,songs,tempo
0,-92.9579819456,109.445117924,-20.6182919379,27.174939349,-7.37933429487,10.6749559336,4.89896714206,-2.30044182336,6.51949413245,-5.08731462756,4.50259379609,-3.01581261701,1.06572972761,0.433646831451,-2.53683966643,1.70248512167,-3.96649689029,2.77986919467,-0.633443064069,-0.743988416634,42,71.77734375
1,-112.353133171,93.3970210927,-30.3680774404,31.3472961401,-11.967104883,10.6920066808,1.49135336314,-3.71270984547,5.82510155462,-4.30117080942,6.53276414372,-3.14234165107,2.70795418731,-0.119507694827,0.629614970441,3.32360858419,-2.19734024462,4.39231442219,-0.794863217376,2.0133696353,AdventureOfALifetime,112.347146739
2,-59.8464920375,112.48820833,-25.1554671475,23.9828753267,-7.59019092706,9.31077667369,0.4076220724,0.270922516173,4.21301786013,-5.4435716456,6.10733726251,-3.44081311198,5.01247891639,0.788611580334,-0.101637561692,3.32633971013,-2.97158616978,4.35402780789,-0.878528163233,1.19590458125,AHeadFullOfDreams,103.359375
3,-124.43867821,130.64249942,-8.46369098038,14.4632796304,1.98906098652,5.40747081928,-1.93114999927,0.221997822934,1.84917961086,-5.86104973066,4.04298982282,-2.23431614536,0.310030993822,1.81082040391,0.526670817263,-1.94157020107,-4.72864807618,2.79999515152,-1.93291753462,-1.2506772508,AmazingDay,161.499023438
4,-72.8084877375,111.728366246,-30.8956948775,34.3343191722,-6.84717175382,10.2315172165,0.413792541715,-3.84559501635,7.93743921866,-7.7899817189,6.3173662162,-2.56222288246,2.32028228314,1.57232205848,-1.87018248241,4.73397809799,-3.20507071209,3.44755018548,-1.71845283234,-0.658959993695,AMessage,78.3025568182
5,-129.584054232,109.757392324,-7.92401891364,15.9497934657,3.33294245193,7.42301278603,3.70210233104,1.15879887153,5.71632736182,-2.82919788763,0.483403626924,-2.86020938245,-0.175827861406,-0.415521565723,-2.22515369398,-0.412594740583,-3.67295635687,0.665305354951,-1.6876477071,-1.46123734872,Amsterdam,73.828125
6,-100.739968479,97.6090886772,-8.73683463637,27.6846301665,-5.67134173658,16.6705751653,0.69853657533,1.30891298231,9.57932860093,-3.61113517783,6.53991285864,-2.73928966359,4.85819086239,1.93422902123,1.32435417531,4.00534266306,-3.01262522402,4.05770123418,-0.391765965371,1.36716031917,AnothersArms,80.7495117188
7,-135.694236847,113.125600123,-10.220520991,14.3207632942,-8.97996741495,5.49252851784,0.804150523081,-3.99727243038,-0.0614898934484,-4.93888930202,1.61953989259,-3.87429831786,3.30746711697,1.0152274319,-1.17305297459,0.232055610358,-2.98197458791,2.55789143577,-1.54512489791,-1.70380900317,ArmyOfOne,95.703125
8,-87.3341335865,103.200595205,-26.9158755355,28.0687403251,-9.60412250677,11.1036393237,-1.4874672909,-1.66855915354,6.96522046295,-4.64687985982,5.37018117856,-5.64596308653,2.39681300249,-1.58269141233,-0.121709047342,4.37932057506,-3.27711895074,3.27813427089,-1.95190571963,0.250375143293,ARushOfBloodToTheHead,143.5546875
9,-77.7899370611,101.524654192,-20.97640146,26.1681564667,-10.1408224836,14.0305791774,-2.26009898064,-1.23004901533,4.6047820747,-3.1951974874,7.4095627468,-5.6236438329,4.73294221123,-0.31186120568,0.655777978061,2.5730105278,-2.17708212599,5.02586914281,-0.962934107883,2.83458719537,ASkyFullOfStars,123.046875
10,-57.8092184383,117.71635976,-42.2891645105,34.0521948028,-10.7752427016,15.1729964865,-6.62826321104,-2.17531133221,7.88230276567,-8.94035751582,5.91121505201,-7.78175723641,4.32522384283,-0.918357888364,0.0971460456719,3.22570216808,-5.16939325848,4.07054022699,-2.52854593694,2.10224362053,AWhisper,117.453835227
11,-59.5754152078,109.095463612,-27.5251563798,27.7186534274,-4.08917851701,14.2653619898,-0.400935437357,1.22145216428,7.13023110696,-3.5557041054,9.65667755062,-2.45586015781,5.15384982145,1.02204000866,1.31862023261,6.37752527498,0.764167535374,6.97183743948,0.402555171768,2.37631138198,Birds,103.359375
12,-89.5254302695,109.726915299,-24.9462773865,29.165731777,-4.18704340384,13.4440608668,0.311938763151,-4.35342150913,8.48101140722,-5.52493254569,4.16966789042,-3.378346612,4.19734897326,2.07950912324,-0.844143882403,4.08483440837,-5.16996988719,4.26150125197,0.345559349339,-0.275158598853,CemeteriesOfLondon,107.666015625
13,-138.953585118,106.897715003,-33.5829935786,26.1737198689,-5.96792108036,8.03692756202,0.900537091771,-2.95862908337,7.08893647684,-5.05475847987,5.09794932616,-4.86103442597,1.1943212442,1.92810723702,-0.403404725195,4.98910909969,-2.78961003026,4.71327027936,0.211717083697,-0.558226864418,CharlieBrown,135.999177632
14,-137.534997406,120.412685921,-22.8380843413,29.7129745768,-9.00971503147,8.81449568696,-1.07154495507,-6.03695244692,6.59654762999,-5.8706340296,5.27480787242,-3.85752666921,3.00482505863,1.44250154689,-2.80341729311,3.62502667969,-3.71913416635,3.66889390476,-0.593261764241,0.454382759539,Clocks,129.19921875
15,-62.5024344666,110.552278521,-38.8669972854,31.3710218875,-10.2824149657,16.2123086257,-1.83769733258,-0.491611635198,7.61899626447,-6.33823778212,6.07117609208,-6.69200818941,4.57087388643,0.24020148342,1.86402573343,2.87839222361,-4.48286027078,4.92434775341,-1.11909783268,2.60371530107,Daylight,89.1029094828
16,-119.411688809,109.291717878,-6.02985854725,21.1677539433,-1.884233925,10.9108679626,2.08822203321,-0.595019303424,2.34904094091,-5.17159248826,1.5546550718,-4.64885455161,0.426706253368,-1.42456889869,0.944424283948,2.17771772141,-3.00279388132,1.29295297205,-2.82538307748,-0.61344142963,DeathAndAllHisFriends,135.999177632
17,-93.2303703736,102.313092385,-17.9313795395,31.5542123047,-5.6264664243,14.4581424144,-1.03429926488,-0.896752640155,7.23415334388,-5.00380482172,6.65492756693,-3.15506697203,4.53032396228,0.291863712039,0.450931715978,3.20545562564,-2.65308050935,6.00674396148,-0.450537102174,1.71202360044,Don'tPanic_Singles,61.5234375
18,-47.9083855479,106.727217626,-45.6129639586,34.9368831116,-17.7666019668,13.3540592777,6.08550795862,-4.21020926324,7.72480911784,-8.18030175821,10.1764897032,-3.0941185203,5.14017397842,5.1107976145,-1.7587109568,6.6990817752,-3.39927415045,4.66720185052,-1.0437071796,-0.0397633765741,DontLetItBreakYourHeart,143.5546875
19,-99.6967105803,107.885943548,-15.7986281391,32.595738327,-4.88357025891,13.8827848826,1.52028307385,1.25427787241,8.68774644015,-3.31307252773,5.90112149077,-4.51316304462,4.78930924067,1.01867774644,0.244915986772,4.79880952768,-1.6166111065,5.01712995222,-2.04551364269,-1.04545510826,Everglow,143.5546875
20,-64.8309559335,97.2908412252,-49.8394697136,32.2020477608,-10.8635158643,10.1779278947,0.512932937442,-5.30234990928,7.44277596053,-8.96894464988,7.22752144906,-3.87699323528,2.88016104355,3.69884431339,-1.41157050212,5.78045658035,-3.84097817115,4.27244095116,0.578208178774,0.707378928048,EveryTeardropIsAWaterfall,117.453835227
21,-104.19733203,106.544495503,-17.7509738341,19.3239629597,-6.19832651584,11.6371010074,-0.886309675291,-3.64946926962,2.72748684867,-3.10750707334,5.57038419443,-2.54862152724,4.34198204412,0.0759462928623,1.72127288486,1.91101677851,-4.43645954396,3.70344762287,-0.21049266193,2.97320906641,EverythingsNotLost,135.999177632
22,-144.753194473,114.463137219,-32.050961682,25.6658730164,-4.20705212078,7.41649231535,2.33508775123,-3.30268880954,7.50727869903,-4.76055476116,4.36076888826,-1.51899637896,2.0259474858,0.481301792407,-3.30967613282,2.63073692666,-3.35261528975,2.23796051832,-0.85148151171,-0.964647271965,FixYou_Singles,198.768028846
23,-150.434018025,87.5199825773,2.08133223355,25.703361455,5.5461431006,8.28401041512,4.27455586367,7.32594015274,7.14250469662,-1.72436237257,1.68777667694,-2.79270959684,2.04623336383,0.210216011711,0.0367723630695,-4.46361653318,-6.18534813358,2.92995398429,-3.89902048033,-2.00215985741,Fun,135.999177632
24,-81.6317374603,104.223471457,-28.3760690962,33.3483282561,-5.89308183002,14.4510692136,-1.52806551814,-0.49683100556,4.34404622758,-5.81969011764,7.13625570779,-3.21879824008,5.73592996605,-2.54018374559,-0.720956714765,2.12336926938,-3.20915912031,4.8231597397,-2.91497463927,-0.017854616703,GodPutASmileUponYourFace,129.19921875
25,-95.5458249894,102.108761233,-29.0566065025,32.8732861331,-9.05456064968,14.646732275,2.39410609533,-0.649918948388,5.48424721511,-6.69869865508,6.07823843278,-4.77036260186,2.89064746424,-0.566994937086,-0.348554379886,2.12984702299,-4.29315264325,2.63250493945,-2.5529107246,0.292528738308,GreenEyes,129.19921875
26,-93.3213134406,102.887706126,-17.8422210932,33.9506365474,-3.33324370697,13.7676699576,5.90659090544,1.75361486852,2.61120379763,-5.60640288416,5.84217571818,-5.31388232506,3.34853486542,1.03792121275,0.837856457942,2.73821329872,-3.34278829261,4.5246973101,-0.638313860443,1.28104811158,HighSpeed,103.359375
27,-142.814448196,93.1142578178,-37.2230213258,25.2256768067,-13.1335101962,12.2804330676,-2.14059716365,-1.00871452577,5.04077702623,-5.14773722971,6.12821483741,-7.30693265987,3.20783364849,-2.36330747008,-0.171028052461,3.33498722037,-2.03624051616,6.72437181366,-1.07315843773,1.240248427,HurtsLikeHeaven,89.1029094828
28,-88.5592661362,95.7295249181,-35.8292268652,24.5333346703,-22.0326358229,7.93496055236,-4.69446843381,-0.535613259848,2.67340531206,-8.10408068943,6.80452854312,-6.90168287561,4.85264501595,-2.93402219955,-0.277600372775,3.27239727145,-3.4408894741,4.86779181277,-2.41877624979,2.9550660775,HymnForTheWeekend,89.1029094828
29,-92.4929802067,93.9775087909,-12.7533110043,30.2216301379,-10.2871182027,16.4405075553,3.05498288772,1.79425826897,7.68603940098,-4.63196069098,6.59255984268,-4.50427130561,4.03076111948,-0.278754336657,0.0590176748605,3.80651060047,-2.76984051901,3.68577646872,-2.64507262722,1.68705498986,Ink,112.347146739
30,-632.455532034,1.33226762955e-15,6.79456491071e-14,-4.50750547998e-14,3.24185123191e-14,-6.59472476627e-14,9.78106484695e-14,-9.99200722163e-16,2.67563748935e-14,1.20570220474e-13,-2.43804976208e-13,-3.47499806708e-14,2.58681964738e-13,-2.12274642308e-13,-3.66373598126e-14,1.65867319879e-13,9.79216707719e-14,-3.15525383598e-13,-1.85185200507e-13,7.87370169064e-13,InMyPlace,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaleidoscope,103.359375
32,-85.8734909804,105.032368266,-33.2664147155,34.9347203768,-11.1843358431,13.8802676798,-1.50844239007,-2.45499278277,6.90425664783,-6.99398139986,5.74997866244,-4.50413778891,4.75229732415,-0.329270477516,0.712444595542,4.0490254125,-2.04976260126,4.76245890808,-2.55794256661,2.08080598864,LifeInTechnicolorII,129.19921875
33,-116.961077414,117.306690968,-45.4005495122,27.5705519637,-18.0399737033,9.74331350534,0.325930178894,-5.76121192669,9.86279902033,-6.35857250423,7.62494847437,-4.19001313069,3.78671831539,2.86245101869,-1.71898089534,5.30113560886,-5.34821931981,3.41437033894,-1.33674279913,-0.371768539837,Lost,86.1328125
34,-127.915654578,114.031729758,-38.2277014273,20.6670709708,-8.48299810961,13.0960841259,0.747291688192,-5.18808219282,7.47362580419,-6.40025321032,6.20308964354,-3.84668481183,2.01175138537,3.24202976524,-0.493009580568,4.9257322016,-4.23165394384,2.27704773524,-0.846536555043,0.00764238023189,LoversInJapan,112.347146739
35,-49.2378403584,110.790082162,-37.3977537018,32.6604578335,-14.3553271633,14.8129278931,-1.61451857854,-0.980341059904,5.55621634705,-7.49130676792,7.57168425318,-5.89424696637,5.20719456718,-0.177918727424,2.09958701496,4.61789750897,-3.26265163532,4.03994087238,-4.63340878475,0.724967142927,Low,129.19921875
36,-118.983165464,100.905894516,1.61459162793,21.424153375,1.08880545736,13.3296515912,3.66731455044,1.24709474192,5.1571384426,-1.44122704665,3.85457003384,-1.29454417088,4.27639167377,0.445552644092,0.953366819837,3.17309818132,-0.60609483752,4.6895154567,0.138583048276,1.31213660548,Magic,92.28515625
37,-64.6682387575,108.868202735,-45.652161271,25.808602159,-8.97807322954,13.305040682,4.31022366804,-3.74993731639,10.1169381864,-4.10156784284,8.2673779681,-1.91465121659,3.21140777788,4.21810426206,0.358515972969,6.32738498442,-2.97753546212,3.60822134634,-0.565140108974,-0.967298952702,MajorMinus,151.999080882
38,-147.73481122,101.782668573,7.60756045046,19.8861690128,-5.71177053226,6.60497082405,6.48087644809,0.306228965876,0.381976464297,-5.18558091042,1.33397389764,-5.55190381935,-1.75262291078,-1.14175642103,-1.03420919336,5.69415971819,2.23748307885,3.41344541277,-0.964630550785,-1.24404681956,Midnight,63.0240091463
39,-144.377013377,109.765085531,-21.114433935,32.4555016118,-1.0498852927,13.0439123382,4.55560853945,-2.01356761868,4.31950438127,-4.82062681093,5.0816075898,-4.24089090891,1.26619925171,-0.0745292715306,-1.47368979954,1.76726974759,-4.83990791231,0.907098421811,-1.7556526141,0.24357701298,Oceans,75.9995404412
40,-198.323422174,100.128112036,0.976679429426,18.7462687902,0.0388494764195,6.1416727255,3.37135047054,-1.03084361719,5.61903576033,1.19887513995,1.46337974301,-2.83080166252,0.85810644809,1.08921598194,0.885143579676,-0.774667393468,-3.95912461759,2.08135338971,-1.67577722243,-1.72977410516,Parachutes,135.999177632
41,-73.6967838381,104.22030142,-37.3792664232,31.9959139747,-11.5824864743,12.0466850028,1.99834616549,-3.72688412549,6.91742110041,-8.10539193777,7.26873507766,-4.38992100786,2.42431450225,-0.139663000666,-4.25381543949,3.80607292435,-3.99451904484,5.0833818365,-1.01848445047,0.852989169789,Paradise,135.999177632
42,-79.4120272333,106.944408404,-28.5129128263,28.4739040523,-7.92369537191,11.5034201499,-0.517889453149,-1.95563292228,4.97753910828,-3.56762895758,4.76546322227,-5.19310235757,3.74026988078,-2.54486623693,0.0134137632671,2.97517491018,-2.64655373304,4.92088740588,-0.741794080259,2.68022836662,Politik,172.265625
43,-29.3692094749,100.149730101,-43.5967828727,32.2503902254,-17.0841354033,14.0496616297,-3.38579717391,1.973344418,5.76304438414,-6.66091108295,9.78648840188,-7.27639930416,5.37258708596,-2.22658539865,-0.34631797018,2.83248829367,-2.8236720797,5.82466940418,-2.33831224853,3.75937868528,PrincessOfChina,86.1328125
44,-68.74487267,97.9287085863,-30.9385678555,40.8465876732,-9.51258712417,17.560064791,-3.0322576833,-2.24235587149,5.92376271641,-6.98024479568,7.66601192481,-6.6467089703,4.80778772315,-0.444054140685,1.08365541372,2.91835769323,-3.55440663109,6.2882731368,-1.90865621615,2.59617935175,Shiver_Singles,75.9995404412
45,-97.2489103851,104.772354863,-5.30146992341,32.8892994763,-7.83788065706,15.5733396139,4.24431794342,4.3494775912,6.38161746931,-4.73066654665,7.668508672,-5.94070168338,4.26495768138,1.03086094296,-1.19116906791,1.31025428309,-5.37427403796,2.90055688297,-2.89413527765,0.26953013529,Sparks,135.999177632
46,-120.166785486,113.293947768,-34.5922795642,27.6105171203,-6.33792397559,9.48641530357,4.38624615527,-4.72329926178,7.63984510473,-4.42766853284,5.51894945516,-0.610403811995,2.98781027615,2.71130186394,-1.28441769614,3.04610582078,-4.10340559085,2.58040735904,-0.418087941765,-0.274104434953,SpeedOfSound,123.046875
47,-72.6967710871,99.9247801176,-26.2337151948,34.6455613626,-11.9144312864,14.8828714914,-1.75475127839,-0.520364920636,6.28534327702,-5.47821353727,8.13215400949,-5.26839642106,4.52636733914,0.132907999263,2.44568015691,3.8684332928,-3.3694794691,4.09732519348,-2.77552421386,2.1831824746,Spies,143.5546875
48,-68.3185485101,106.997078889,-36.5702750195,28.7792608839,-11.603269831,7.06288802422,-1.84020480084,-5.54980959016,8.76277105708,-5.96116849872,6.1070087701,-3.44301812641,3.74630186994,3.61389496033,-1.14700091734,5.15860669037,-5.00842409887,0.418206638807,-3.5606160637,-1.30791873499,SquareOne,123.046875
49,-152.928913739,113.499616665,-28.0195093707,17.3480061645,-0.607448478237,11.7168161376,5.11818577363,-0.908028588768,6.85654050886,-4.71514367975,4.77645694909,-0.277584604495,3.25276293296,4.44590373946,-0.461215788161,3.36919425521,-2.0075851681,2.5654166762,0.469615722821,-0.158545867721,StrawberrySwing,117.453835227
50,-78.8070743424,107.013038769,-22.8075726445,29.8412344477,-10.7395611769,12.349017434,-1.22701460989,-3.0766491277,4.30279096971,-4.46388626942,5.13784926498,-2.81687623736,6.81964716668,-0.000509861898506,2.37307903241,3.04148880708,-2.55570525239,4.61598718338,-2.71414598086,1.42195772201,SwallowedInTheSea,69.8374155405
51,-147.603201654,109.054006598,-31.0712193463,29.2185508033,-7.55280478557,10.5727834959,2.50521822999,-4.20496396531,5.95001507044,-7.26980138543,6.79501882842,-1.92805261478,2.8514791671,3.2760233178,-1.70498905185,3.54820794399,-3.09292764091,3.81632345053,-0.459051670221,0.358309301069,Talk_Singles,123.046875
52,-48.9021119341,108.192391475,-40.2224760521,31.3079646273,-15.7768801951,17.229573995,-4.0777720731,-0.763666647461,6.42917966824,-7.07953564331,8.19980658947,-6.19224467969,6.67468082755,-1.97907385193,-0.0705657008739,2.29284082879,-4.34130113542,5.52206438247,-2.48040973196,3.92085233793,TheHardestPart_Singles,123.046875
53,-121.130128144,120.67904908,-30.4236113099,31.9415053897,-8.56809630926,10.1824314776,1.70607386932,-5.84579481104,7.16131881386,-7.82466884758,2.40651597133,-5.18250568016,1.65327188915,1.3005145783,-2.10992483988,2.8050242788,-4.68704486066,4.71735390138,-0.85321423067,-0.786569170589,TheScientist,73.828125
54,-92.4255173002,103.775103525,-19.4407087532,31.9138253865,-7.32509213448,10.472745675,1.49282633299,-0.458010654313,4.55061313997,-6.80388610871,7.08232547736,-3.798604531,1.15807842205,-0.379684305633,-1.37891944285,2.87166404543,-1.97736008204,3.92765247082,-2.99301408373,-1.8779913798,TilKingdomCome,117.453835227
55,-84.4889360779,107.678256399,-19.3879877792,23.411078993,-6.03524436324,11.9939309953,1.37318953154,-0.34861794426,5.70316283103,-4.366410096,4.18373329077,-3.64894456276,3.11154927227,-0.890549557432,-0.214016887341,2.01126455284,-3.33586169294,3.09871100323,-2.72894495589,0.0825822360149,Trouble_Singles,69.8374155405
56,-159.943003471,101.268528387,-29.1869454287,29.0263622179,-8.60143693659,15.1669288417,-1.2958954776,0.430205293086,6.33329413865,-4.98349017879,8.79589977079,-4.89113695819,4.96621754813,-1.06427197342,-0.778236492843,2.92430587743,-4.66767543373,5.02636081602,-1.84137259365,1.21043444615,TrueLove,117.453835227
57,-79.5411647409,109.80761341,-31.6311548806,28.3780257596,-5.7126770919,12.6380751298,-1.9716408613,-3.13971262651,5.53023950921,-4.06230007175,6.87344462645,-2.70126212113,5.11364048982,0.313579998304,-0.255594410299,0.530027908034,-4.57390152942,3.3231673602,-2.0061423474,2.38592376607,TwistedLogic,161.499023438
58,-108.571268087,109.905441874,-16.5335264825,32.1104611455,-1.96946124379,9.7148734813,3.51237539603,-4.28147669592,6.01244577224,-5.02191715509,3.65714285499,-3.29223002675,-0.249118347994,0.767579607964,-2.27589815925,2.39696725273,-2.64452099842,3.07346468831,-1.13511405336,-0.822801033703,UFO,117.453835227
59,-68.1498410707,102.909451899,-20.417991238,28.1962314962,-6.691135395,11.6550456257,-1.05774769298,0.704257909323,4.3524472791,-5.7467252279,7.08141172309,-3.44243775616,4.61951359522,-0.377609679642,0.677560230263,3.02687619792,-3.12518105687,5.29704533409,-0.558287686383,2.63455730371,UpAndUp,107.666015625
60,-130.327504781,111.447191655,-9.93748530956,24.1187986775,-4.54578428936,11.1250733163,5.23774943766,0.966192806179,7.30409190705,-3.55867567015,7.21858107811,-2.24993040453,0.5860892041,0.666528344275,-3.14026262401,3.28377325554,-2.36134263356,3.41639670135,1.03112100837,0.166350947817,UpInFlames,75.9995404412
61,-94.3748181014,108.301055723,-28.5915573646,16.4356885629,-9.40481088846,3.65086623747,-2.92840870175,-7.15145926437,2.69105919787,-6.38918490017,3.48096326852,-3.35248452309,0.547756493443,-0.305573581813,-1.78586087669,3.04146645671,-3.8408851262,2.39869514727,-1.81664422916,-1.62230445175,UpWithTheBirds,143.5546875
62,-110.489420514,117.199129666,-23.4095153282,23.9859308494,-2.71144308295,5.46468611635,-0.0727693230857,-4.78712545495,4.61159838974,-6.03249532906,1.90243785277,-4.60490486412,-1.19738804951,-0.145316006432,-3.23959138406,1.10125847027,-1.93813603725,3.91718259827,-1.26273347103,-0.39204462027,UsAgainstTheWorld,117.453835227
63,-94.5025470668,107.587504281,-22.1793445302,25.0428265483,-5.73240185131,7.92909591804,-0.681012707795,-3.53004695103,3.22467548833,-4.61157548087,2.95698899194,-3.69411270249,2.83822424344,-1.40390164206,0.586983688253,3.46622854955,-1.84893335169,3.2660408885,-2.47468337573,0.479062308618,VioletHill,75.9995404412
64,-134.735861648,113.702793518,-33.5076577394,29.4434959079,-7.72068947038,9.62793619048,0.758506020925,-3.47202324237,5.02710704696,-5.62636326548,5.07830130567,-2.69523546078,4.26994350415,-1.52308906989,-1.0933121572,3.08509131213,-4.36691642375,3.71076535684,-2.14548743387,0.637465164485,VivaLaVida,135.999177632
65,-99.9566760731,111.206467431,-19.4942761255,24.6264385438,-3.768250329,12.5562956209,-2.83522183575,-0.891907980334,6.1209864163,-5.15114709678,4.17483607715,-4.14052609033,4.30865436562,0.336854085273,1.54118248111,3.10715746111,-4.14805215378,2.43547555248,-2.58795974853,0.627277549194,WarningSign,143.5546875
66,-115.992102418,104.917505149,-11.3708503545,27.297056937,0.614440554536,10.9836152707,5.10443365132,-0.0447854195696,5.62394678283,-2.13714589179,4.10838319162,-3.28900085631,1.53395721251,0.625846848882,0.179888278109,3.34657307354,-2.02022782657,2.70062051717,-0.626023180783,1.87086920906,WeNeverChange,99.3840144231
67,-93.2881578039,114.307875169,-26.8029291235,22.705053803,-4.36070837568,8.00651162193,2.1273375621,-5.04726719807,5.10222133165,-4.7065870725,3.36831038889,-1.16153636708,1.63099789718,0.878198034308,-1.31274586621,0.78978960652,-4.02400433159,2.70552269722,0.375092089357,0.580076264315,WhatIf,89.1029094828
68,-141.780195066,70.448863868,-24.9019102615,22.0799594726,-8.03497785969,7.71804870307,-0.178714790838,-1.0911647512,4.64402279774,-3.82640339767,3.748799935,-3.61119026019,3.49388700485,0.830893541249,0.0384776579446,1.5241597768,-2.17664391715,2.60258535085,-1.75207637282,0.993779435477,WhiteShadows,129.19921875
69,-67.0497746337,109.277773016,-35.031402848,24.8739660822,-7.79801934993,11.1626979279,-2.82105754556,-3.46901011877,2.09144953848,-7.9824529372,4.42498539656,-5.80659699319,3.06065919162,-0.756216962411,-0.29681978757,1.60487958858,-3.86592902563,3.51383979088,-2.49140165636,1.47164514793,X&Y,151.999080882
70,-632.012864306,0.122140968737,-0.11783174437,0.0767836732613,-0.0246442814213,0.00984289565799,-0.00412867860631,0.0070059235678,0.0147330415677,-0.0246582390834,0.0189831179152,-0.00889376768615,0.0152572649333,0.00738092740319,-0.00386856221837,0.012698210837,-0.0120204223315,0.0102316081862,-0.00168156283367,0.00506428512566,XMarksTheSpot,861.328125
71,-65.2372477407,97.672908284,-31.6527994812,33.0267288462,-5.32297904635,15.6777877337,-4.04475255805,-0.14212731535,9.57450663002,-3.95182817084,7.32179532689,-5.38816803038,6.21756814805,1.19478871141,1.0186016258,3.64237728093,-3.20079242498,5.95320473191,-1.7667625734,1.37881522524,Yellow_Singles,86.1328125
72,-54.8372634345,111.114238728,-39.9315901246,27.2624702854,-4.21253500828,13.6837438081,1.44351507945,1.14096390606,6.41898208031,-3.85452590158,6.58135624355,-4.67537150226,5.76233330733,0.659177347972,1.36006723523,4.60032518994,-3.01291769135,3.77585666717,-2.29113164801,1.71755548483,Yes,107.666015625
0,-88.5684817025,99.1970106918,-13.8600929334,28.6297483469,-10.566840373,16.6938773633,0.107476613667,0.321680631973,6.17018670265,-4.45960689906,6.32004072487,-3.9864956594,6.87203247995,0.356703567617,3.30398573409,4.59316952976,-2.43421281654,7.07812697073,-2.94211430748,-0.205995986769,AlwaysInMyHead,64.599609375
1,-157.907872504,133.659095732,21.0955063342,10.9801967792,-0.369035477033,7.99877162831,-3.8010139219,-4.43248598325,0.277882129867,-3.10040415206,1.99503419568,-0.350516560198,3.87733415124,-0.952985947562,-2.6485386768,-2.16301728761,-3.48435254063,4.28606162675,2.45896022142,1.79752400819,O,92.28515625
